user buy transfer cancelBid setSalePrice bid acceptBid session_count
user788 0.0 0.0 0.0 0.0 1.0 0.0 1
user1018 0.0 0.0 1.0 0.0 1.0 0.0 1
user1055 1.0 0.0 0.0 0.0 0.0 0.0 1
user858 0.0 0.0 0.0 1.0 1.0 0.0 1
user872 0.0 0.0 1.0 0.0 1.0 0.0 1
user431 0.0 0.0 1.0 0.0 1.0 0.0 14
user1001 1.0 0.0 0.0 0.0 0.0 0.0 1
user414 0.0 0.0 0.0 1.0 0.0 1.0 5
user416 1.0 1.0 0.0 1.0 0.0 1.0 22
user744 0.0 0.0 0.0 1.0 1.0 0.0 1
user837 0.0 0.0 0.0 1.0 0.0 0.0 1
user754 0.0 0.0 1.0 0.0 1.0 0.0 1
user419 0.0 0.0 0.0 1.0 0.0 1.0 16
user421 0.0 1.0 0.0 1.0 1.0 1.0 49
user422 0.0 0.0 0.0 0.0 1.0 0.0 1
user623 0.0 0.0 1.0 0.0 1.0 0.0 2
user625 0.0 0.0 0.0 1.0 0.0 0.0 1
user778 1.0 0.0 0.0 0.0 0.0 0.0 2
user506 0.0 0.0 1.0 0.0 1.0 0.0 3
user423 0.0 0.0 0.0 1.0 0.0 1.0 3
user760 1.0 0.0 0.0 0.0 0.0 0.0 1
user933 0.0 0.0 1.0 0.0 1.0 0.0 2
user1068 0.0 0.0 0.0 0.0 1.0 0.0 1
user428 0.0 0.0 0.0 1.0 0.0 1.0 4
user794 1.0 0.0 0.0 1.0 0.0 0.0 1
user430 0.0 0.0 0.0 1.0 0.0 1.0 8
user448 1.0 0.0 0.0 1.0 1.0 0.0 5
user458 0.0 0.0 1.0 1.0 1.0 0.0 3
user594 0.0 0.0 1.0 0.0 1.0 0.0 1
user972 0.0 0.0 0.0 1.0 1.0 1.0 1
user435 0.0 0.0 0.0 0.0 0.0 1.0 9
user445 1.0 0.0 1.0 1.0 1.0 1.0 4
user489 1.0 0.0 0.0 0.0 0.0 0.0 1
user467 0.0 0.0 0.0 0.0 1.0 0.0 1
user478 1.0 0.0 0.0 0.0 0.0 0.0 1
user466 0.0 1.0 0.0 0.0 1.0 0.0 1
user479 1.0 0.0 1.0 1.0 1.0 0.0 5
user439 0.0 0.0 0.0 0.0 1.0 0.0 1
user675 1.0 0.0 0.0 0.0 0.0 0.0 1
user552 0.0 1.0 0.0 0.0 0.0 0.0 1
user920 0.0 0.0 0.0 0.0 1.0 0.0 1
user1080 0.0 0.0 1.0 0.0 1.0 0.0 1
user441 0.0 0.0 0.0 0.0 1.0 0.0 1
user767 1.0 0.0 0.0 0.0 0.0 0.0 1
user442 0.0 1.0 1.0 1.0 1.0 1.0 16
user444 0.0 1.0 0.0 1.0 1.0 1.0 17
user802 1.0 0.0 0.0 0.0 0.0 0.0 1
user915 0.0 1.0 0.0 0.0 0.0 0.0 1
user449 0.0 0.0 0.0 1.0 0.0 1.0 4
user1069 0.0 0.0 1.0 0.0 1.0 0.0 2
user453 0.0 0.0 0.0 0.0 1.0 0.0 1
user755 0.0 0.0 0.0 0.0 1.0 0.0 1
user800 0.0 0.0 0.0 0.0 1.0 0.0 1
user752 1.0 0.0 0.0 0.0 0.0 0.0 1
user484 0.0 0.0 0.0 0.0 1.0 0.0 1
user981 1.0 0.0 0.0 1.0 0.0 0.0 1
user743 1.0 0.0 0.0 0.0 0.0 0.0 1
user1104 0.0 0.0 1.0 0.0 1.0 0.0 2
user464 0.0 0.0 1.0 0.0 1.0 0.0 1
user965 0.0 0.0 1.0 0.0 1.0 0.0 1
user782 0.0 0.0 0.0 0.0 1.0 0.0 1
user463 0.0 0.0 0.0 0.0 1.0 0.0 6
user677 0.0 0.0 1.0 0.0 1.0 0.0 1
user465 0.0 0.0 0.0 0.0 1.0 0.0 1
user468 0.0 1.0 0.0 1.0 0.0 1.0 4
user495 1.0 0.0 0.0 0.0 0.0 0.0 1
user1059 0.0 0.0 0.0 1.0 0.0 0.0 1
user587 0.0 0.0 0.0 0.0 1.0 0.0 1
user726 0.0 0.0 0.0 0.0 1.0 0.0 1
user875 1.0 0.0 0.0 0.0 0.0 0.0 1
user894 0.0 0.0 0.0 0.0 1.0 0.0 1
user931 1.0 0.0 0.0 1.0 1.0 0.0 1
user985 0.0 0.0 1.0 0.0 1.0 0.0 1
user472 0.0 0.0 0.0 0.0 1.0 0.0 1
user471 0.0 1.0 0.0 1.0 0.0 1.0 6
user850 0.0 0.0 0.0 1.0 0.0 0.0 1
user475 0.0 0.0 0.0 0.0 1.0 0.0 1
user476 0.0 0.0 0.0 0.0 1.0 1.0 1
user1074 0.0 0.0 0.0 0.0 1.0 0.0 1
user846 1.0 0.0 0.0 0.0 0.0 0.0 1
user483 0.0 0.0 0.0 0.0 1.0 0.0 1
user1045 0.0 0.0 0.0 1.0 0.0 0.0 1
user1079 1.0 0.0 0.0 0.0 0.0 0.0 1
user513 0.0 0.0 1.0 0.0 1.0 0.0 1
user827 0.0 1.0 0.0 0.0 0.0 0.0 3
user494 0.0 0.0 0.0 0.0 1.0 0.0 1
user994 0.0 0.0 0.0 1.0 0.0 0.0 1
user906 0.0 0.0 0.0 1.0 0.0 0.0 1
user539 0.0 0.0 0.0 0.0 1.0 0.0 1
user1105 0.0 0.0 0.0 1.0 1.0 0.0 2
user912 1.0 0.0 0.0 0.0 0.0 0.0 1
user745 0.0 0.0 1.0 0.0 1.0 0.0 2
user561 0.0 0.0 0.0 0.0 1.0 0.0 1
user36 0.0 0.0 0.0 0.0 0.0 1.0 1
user790 1.0 0.0 0.0 0.0 0.0 0.0 1
user961 1.0 0.0 0.0 1.0 0.0 0.0 1
user556 1.0 0.0 0.0 1.0 1.0 0.0 2
user934 1.0 0.0 0.0 0.0 0.0 0.0 1
user810 1.0 0.0 0.0 0.0 0.0 0.0 1
user715 0.0 0.0 1.0 0.0 1.0 0.0 1
user848 0.0 0.0 1.0 0.0 1.0 0.0 1
user804 1.0 1.0 0.0 0.0 0.0 0.0 1
user904 0.0 0.0 0.0 1.0 0.0 0.0 1
user645 0.0 0.0 0.0 1.0 1.0 0.0 1
user835 1.0 0.0 0.0 1.0 0.0 0.0 1
user602 0.0 0.0 0.0 0.0 1.0 0.0 1
user603 0.0 0.0 0.0 0.0 1.0 0.0 1
user881 0.0 0.0 1.0 0.0 1.0 0.0 1
user905 0.0 0.0 0.0 0.0 1.0 0.0 1
user643 0.0 0.0 0.0 0.0 1.0 0.0 1
user433 0.0 0.0 0.0 0.0 0.0 1.0 3
user925 0.0 0.0 0.0 0.0 1.0 0.0 1
user1013 0.0 0.0 1.0 0.0 1.0 0.0 1
user1107 0.0 0.0 0.0 0.0 1.0 0.0 1
user766 0.0 0.0 1.0 0.0 1.0 0.0 2
user764 0.0 0.0 1.0 0.0 1.0 0.0 1
user832 0.0 1.0 0.0 0.0 1.0 0.0 1
user863 0.0 0.0 1.0 0.0 1.0 0.0 1
user978 0.0 0.0 0.0 0.0 1.0 0.0 1
user1063 0.0 0.0 0.0 0.0 1.0 0.0 1
user1090 0.0 0.0 0.0 0.0 1.0 0.0 1
